Date,Day Users,Day Repeat Users,Day New Users,Total Users,Bar chart,Repeat User Ids
2019-07-18,022,20,2,925,####################==,DOCR-2174+EVFZ-6402+FRZC-1577+GVAV-5088+ISPZ-9118+KTFL-3494+ODQA-8857+OOZY-4834+OUNK-5513+QRWX-0346+SQFA-4861+STOX-6690+SVRM-5556+TUAY-6183+VVKA-4702+WFXM-6402+WQXB-7118+XIIZ-0195+XKIT-5112+ZKEI-0501,SOMW-0913+WDRR-5172
2019-07-19,023,18,5,931,##################=====,BMDX-6660+DOCR-2174+FAQZ-9635+FRZC-1577+ISPZ-9118+JYWH-2984+ODQA-8857+PTPP-0052+RIOX-1467+SQFA-4861+STOX-6690+SVRM-5556+USNC-6473+VVKA-4702+WQXB-7118+XKIT-5112+ZEGR-1070+ZOLN-4640,DXGG-9829+IUDU-1520+OZWE-5336+TMDK-2583+WCCZ-3888
2019-07-20,006,6,0,931,######,KTFL-3494+OUNK-5513+STOX-6690+SVRM-5556+USNC-6473+WJVB-1762,
2019-07-21,005,4,1,932,####=,LYZT-7818+PTPP-0052+QSKV-3118+SVRM-5556,WSRP-9367
2019-07-22,022,20,2,935,####################==,DMTU-5007+EVFZ-6402+FRZC-1577+ISPZ-9118+JYWH-2984+KTFL-3494+MWPF-1740+MZBQ-9637+NMTN-7869+OUNK-5513+PTPP-0052+RIOX-1467+STOX-6690+SVRM-5556+TEHS-3673+TUAY-6183+UBKO-0247+VVKA-4702+VVZX-9955+XKIT-5112,OEZB-2804+SBRG-6801
2019-07-23,025,22,3,940,######################===,DOCR-2174+EIQQ-6802+FRZC-1577+ISPZ-9118+JYWH-2984+KTFL-3494+LYZT-7818+MBMK-6010+MWPF-1740+NMTN-7869+OOZY-4834+RIOX-1467+SSIV-3169+STOX-6690+SVRM-5556+TEHS-3673+TUAY-6183+VVKA-4702+WQXB-7118+XQQK-2279+YLSD-2450+ZKBL-5435,FSGR-0972+QIPI-3008+ZDAF-3499
2019-07-24,026,22,4,944,######################====,APRV-6420+CNGA-8978+DMTU-5007+DOCR-2174+EIQQ-6802+FRZC-1577+ISPZ-9118+JKEK-4605+JYWH-2984+KTFL-3494+LYZT-7818+MBMK-6010+MWPF-1740+RIOX-1467+SVRM-5556+VVZQ-1708+WFXM-6402+WPZQ-5369+WQXB-7118+YLSD-2450+ZKBL-5435+ZOLN-4640,KNFI-5245+ODIV-7843+VOEK-0202+XQAM-1322
2019-07-25,027,23,4,949,#######################====,DOCR-2174+FRZC-1577+GVAV-5088+HHRW-4678+ISPZ-9118+JYWH-2984+KTFL-3494+LYZT-7818+PTPP-0052+QVZH-8257+RIOX-1467+SVRM-5556+TEHS-3673+TUAY-6183+UCTK-9885+UTRU-2751+WPZQ-5369+WQXB-7118+WURM-9042+YLSD-2450+YVTR-6538+ZKBL-5435+ZOLN-4640,HUIZ-2131+KMDB-2197+VLIM-9568+YTXV-7740
2019-07-26,020,17,3,953,#################===,CDQR-6170+DOCR-2174+FRZC-1577+HHRW-4678+ISPZ-9118+JYWH-2984+KTFL-3494+LNGM-7264+MWPF-1740+OUNK-5513+PTPP-0052+SQFA-4861+SSIV-3169+SVRM-5556+WQXB-7118+XJWY-1918+ZKBL-5435,DDQG-3866+TGSS-1195+YJBW-6367
2019-07-27,010,7,3,958,#######===,CDQR-6170+FCDH-0331+KTFL-3494+MADC-9028+NRUC-3523+OQQK-9798+SVRM-5556,IMTS-9850+OEYT-3041+XSKS-5398
2019-07-28,007,7,0,958,#######,FCDH-0331+KTFL-3494+OQQK-9798+SQFA-4861+SVRM-5556+VRVD-9672+WURM-9042,
2019-07-29,015,13,2,962,#############==,DOCR-2174+FCDH-0331+FRZC-1577+GEXR-7835+ISPZ-9118+KTFL-3494+LUHO-0453+MWPF-1740+RIOX-1467+TEHS-3673+UTRU-2751+XZRB-8106+ZKBL-5435,UVTD-5073+VEMA-2336
2019-07-30,020,16,4,966,################====,DMTU-5007+FCDH-0331+FRZC-1577+GEXR-7835+JYWH-2984+KTFL-3494+MWPF-1740+RIOX-1467+TEHS-3673+WFXM-6402+WPZQ-5369+WQXB-7118+XQQK-2279+XZRB-8106+YVTR-6538+ZKBL-5435,CVHA-7148+DPJA-0092+OYTP-1401+VLSG-0424
2019-07-31,018,16,2,970,################==,CQGI-7245+EXZI-8155+FCDH-0331+FRZC-1577+GEXR-7835+ISPZ-9118+JMFE-0070+JYWH-2984+KTFL-3494+MWPF-1740+OUNK-5513+RIOX-1467+RYPW-4476+WFXM-6402+WQXB-7118+ZKBL-5435,FVJF-0430+JMPN-3559
2019-08-01,018,13,5,976,#############=====,FCDH-0331+FRZC-1577+HEQE-7851+JMFE-0070+JYWH-2984+KTFL-3494+MWPF-1740+OUNK-5513+RIOX-1467+RYPW-4476+STOX-6690+TEHS-3673+UGDY-8780,APGF-3426+KYCK-6533+TZEU-1198+VEHY-7128+VIFD-4179
2019-08-02,015,13,2,978,#############==,EROK-2379+FCDH-0331+FRZC-1577+ISPZ-9118+KTFL-3494+MWPF-1740+MZBQ-9637+STOX-6690+SVRM-5556+UGDY-8780+UMKH-0211+UTNP-6934+ZKBL-5435,KMSW-7010+ZNOK-9087
2019-08-03,008,7,1,980,#######=,FCDH-0331+KTFL-3494+MZBQ-9637+SQFA-4861+SVRM-5556+SVSC-5482+UMKH-0211,ZPXG-6147
2019-08-04,009,7,2,982,#######==,FCDH-0331+KTFL-3494+OUNK-5513+SQFA-4861+STOX-6690+SVRM-5556+SVSC-5482,HIVP-2438+HIZX-7355
2019-08-05,015,13,2,986,#############==,AVBF-2731+DMTU-5007+EENT-3978+FRZC-1577+GCNG-4831+GGVO-3340+ISPZ-9118+KTFL-3494+MWPF-1740+OUNK-5513+RIOX-1467+ZKBL-5435+ZOLN-4640,QQYZ-8811+SNJD-3003
2019-08-06,018,16,2,991,################==,DZCS-5616+FCDH-0331+FRZC-1577+ISPZ-9118+JYWH-2984+KTFL-3494+MWPF-1740+PLGK-2548+RYPW-4476+SQFA-4861+SVRM-5556+UGDY-8780+UKCN-3221+UTNP-6934+XJWY-1918+ZKBL-5435,EWOH-1034+TRZU-7294
2019-08-07,015,14,1,993,##############=,DZCS-5616+FCDH-0331+FRZC-1577+GCNG-4831+ISPZ-9118+KTFL-3494+MBMK-6010+MWPF-1740+PLGK-2548+SQFA-4861+TEHS-3673+TNWD-5953+UKCN-3221+ZKBL-5435,OYMP-0465
2019-08-08,012,11,1,996,###########=,CQGI-7245+FAQZ-9635+FCDH-0331+FRZC-1577+HEQE-7851+KTFL-3494+LWXD-8520+MWPF-1740+QUFQ-8859+SQFA-4861+ZKBL-5435,IKGQ-0762
2019-08-09,020,20,0,997,####################,BAYF-0736+BMDX-6660+DMTU-5007+FAQZ-9635+FCDH-0331+FRZC-1577+GEXR-7835+GVAV-5088+ISPZ-9118+JYWH-2984+KTFL-3494+LWXD-8520+MLVG-6486+MWPF-1740+QERW-8729+RIOX-1467+TNWD-5953+WFXM-6402+ZKBL-5435+ZOLN-4640,
2019-08-10,010,7,3,1000,#######===,FCDH-0331+IDGH-3607+JMFE-0070+JYWH-2984+KTFL-3494+QQGB-4572+SVRM-5556,AUFA-8012+SQXR-5479+TCTD-7962
2019-08-11,008,5,3,1003,#####===,FCDH-0331+IDGH-3607+JZVP-7561+KTFL-3494+SQFA-4861,AYFG-4900+BCVX-3991+HZYG-2604
2019-08-12,022,17,5,1008,#################=====,BAYF-0736+ESNR-6074+FAQZ-9635+FCDH-0331+FRZC-1577+HEQE-7851+IDGH-3607+ISPZ-9118+JMFE-0070+KTFL-3494+MWPF-1740+QUFQ-8859+QVZH-8257+SQFA-4861+TUAY-6183+WQXB-7118+ZKBL-5435,GRDL-1824+QKHU-1614+RKSN-9443+YDHN-7523+YYAU-4771
2019-08-13,017,16,1,1011,################=,CBOX-7089+EENT-3978+FRZC-1577+HEQE-7851+IDGH-3607+JYWH-2984+KTFL-3494+QQGB-4572+RIOX-1467+SQFA-4861+SVRM-5556+TEHS-3673+WQXB-7118+XJIK-7341+ZKBL-5435+ZOLN-4640,VCUE-6412
2019-08-14,026,22,4,1018,######################====,AJYT-3559+AVBF-2731+CBOX-7089+DMTU-5007+DOCR-2174+EENT-3978+ENIV-0453+FRZC-1577+GEXR-7835+IDGH-3607+ISPZ-9118+JYWH-2984+KTFL-3494+MWPF-1740+NCZO-4174+RIOX-1467+RPOJ-9286+SQFA-4861+XJIK-7341+YFAL-8674+ZKBL-5435+ZKEI-0501,BBPP-7099+EYMS-8226+FTFJ-2456+TEUN-6761
2019-08-15,027,25,2,1022,#########################==,AJYT-3559+ARAI-5622+AVBF-2731+DOCR-2174+EENT-3978+ESNR-6074+FAQZ-9635+FRZC-1577+GEXR-7835+IDGH-3607+ISPZ-9118+JMFE-0070+JYWH-2984+KTFL-3494+MWPF-1740+RIOX-1467+RPOJ-9286+RYPW-4476+SQFA-4861+SVRM-5556+VOYL-2236+WPZQ-5369+WQXB-7118+ZKBL-5435+ZOLN-4640,DFXG-9028+VSQH-3044
2019-08-16,035,32,3,1026,################################===,AJYT-3559+ARAI-5622+AVCA-1888+BMDX-6660+DOCR-2174+ESNR-6074+FAQZ-9635+FCDH-0331+FRZC-1577+GEXR-7835+GGVO-3340+IDGH-3607+ISPZ-9118+JMFE-0070+KTFL-3494+MWPF-1740+NCZO-4174+OPLK-2991+QERW-8729+QVZH-8257+RIOX-1467+RPOJ-9286+RYPW-4476+SQFA-4861+STOX-6690+SVRM-5556+TEHS-3673+UKCN-3221+VOYL-2236+WPZQ-5369+YLSD-2450+ZKBL-5435,HGVT-5892+JGKC-3936+MRUO-7557
2019-08-17,015,15,0,1026,###############,AJYT-3559+AVCA-1888+ENIV-0453+ESNR-6074+FCDH-0331+IDGH-3607+JMFE-0070+KTFL-3494+MZBQ-9637+NVME-9179+RPOJ-9286+SQFA-4861+STOX-6690+SVRM-5556+VOYL-2236,
2019-08-18,008,7,1,1027,#######=,FCDH-0331+IDGH-3607+KTFL-3494+QERW-8729+RFSO-0096+UMKH-0211+WFXM-6402,LIDJ-4306
2019-08-19,019,12,7,1035,############=======,BRUU-9095+ISPZ-9118+JCLS-3392+JMFE-0070+KTFL-3494+MWPF-1740+SQFA-4861+UKCN-3221+WFXM-6402+XQQK-2279+YUUR-9355+ZKBL-5435,BUER-5811+JLFJ-1451+JRPT-0750+LLTU-1919+QABF-1146+UMIT-6773+ZLNG-4509
2019-08-20,019,14,5,1040,##############=====,APRV-6420+CNGA-8978+FCDH-0331+GEXR-7835+IDGH-3607+ISPZ-9118+JYWH-2984+KTFL-3494+MWPF-1740+SQFA-4861+SVRM-5556+VVKA-4702+ZKBL-5435+ZOLN-4640,DFZV-1275+GPTK-0100+GSTI-3913+OBEJ-8591+QFJO-5847
2019-08-21,007,5,2,1042,#####==,AJYT-3559+BRUU-9095+KTFL-3494+MWPF-1740+ZKBL-5435,HWYP-3880+WJBT-3787
Repeat clients,359,MLVG-6486+YQIY-2846+XNYI-7909+FAQZ-9635+VVQS-6353+VVKA-4702+XKIT-5112+DUKR-6322+BMWY-7330+SDGY-3727+CLLN-2975+GHRG-9006+GHZU-2989+VKSK-5523+UTNP-6934+BVUB-0093+XBGO-8810+BXPG-4160+FODY-2673+EZVD-9100+YMAG-5715+MZDE-6594+VPWN-9823+HYIT-8542+MGUF-2016+HVPO-7620+MNCV-9652+OPPT-1297+LYZT-7818+BWIE-1501+AJYT-3559+PBHJ-9721+ZFPL-1543+LUHO-0453+DPCU-5083+LMXX-1482+HNJO-5504+DOQS-6727+JXDZ-4888+FRVR-4426+EKTS-4951+UGZV-3950+NOZK-3836+EASQ-4222+WJSN-4420+RQVY-7399+ELEK-5479+ZKEI-0501+MGQK-0871+BPUW-1369+WQXB-7118+HNFU-2596+ECPV-4896+GBOG-7208+SWAG-6509+CNGA-8978+RHBP-1081+ALJY-9166+JHCU-0921+OTOI-3400+QVZH-8257+JZVP-7561+QTML-9311+QOYQ-2964+POHS-7433+ATBI-8760+MLWU-2520+ZPFR-6458+YBPU-7011+HLSR-7855+JHOK-7920+YSVY-7613+TFJE-4954+MJHD-4585+UMKH-0211+XJLZ-2616+XJWY-1918+JVAZ-7736+DALD-6076+QBDH-3741+NXTV-4647+DOCR-2174+AEEU-1524+DDLG-3603+HXMB-4945+QERW-8729+PGCD-8131+MOSI-0343+XUQA-8239+OSEC-9795+VAGS-1143+ZEZA-2709+QRWX-0346+BTMQ-2654+AJNA-2390+VKIL-1659+YKPG-7274+TGRM-8751+HWJX-3284+HCSS-0359+SKIP-4590+GGYM-4287+KVKU-1967+UBKO-0247+ZHDF-4181+DMTU-5007+VLMN-4235+JVFM-3371+RIOX-1467+MWJI-8012+XUMQ-0668+QGSE-6556+YHYS-0594+NYFZ-4673+EUYI-8198+QRCS-6296+OUAS-0091+WJTN-6863+YLSD-2450+WQIQ-3775+LEEH-5847+BBJI-8086+YTNI-0735+ZKRK-3102+FUNH-4347+TRWT-5752+CKUC-1787+WPZQ-5369+IUOK-4035+JDUD-1356+UWUQ-9323+LQBN-1025+XWTH-9776+DVKU-2770+QQGB-4572+LJAV-6659+HAWL-3021+KVJC-4418+PPPJ-4882+XXBT-5384+NCKK-0316+SPVW-2428+PNZS-4809+SVRM-5556+VINC-3443+EVFZ-6402+RGUS-6438+WHEA-6069+CGRC-7873+YWOS-4525+GWWS-1091+WFXM-6402+MWPF-1740+VNUI-7550+RUCA-7624+JLNY-1630+WNES-7349+CNWH-1070+SHKN-4144+ZSFJ-1370+AFIO-8690+AYDF-7482+VVUJ-5414+RCKA-7731+MELD-2901+EAYQ-4699+ETHY-4578+GSAT-6749+CAAO-5805+DVHF-5891+LGBX-5148+MOYW-9485+WVTN-1636+FFTL-7763+SQFA-4861+HOZJ-6399+URXP-6773+XXUT-7220+IFXR-7712+GIYT-2834+AFMR-6766+YJJI-6896+YWXV-5553+HHRW-4678+RFSO-0096+LCOW-4585+ORVN-6347+OKUC-1562+ZKBL-5435+VVZX-9955+VQTO-3598+ZPNA-2842+CDQF-1536+APRV-6420+HYNY-2088+RFHB-2961+EWET-1514+MZBQ-9637+LSGT-0196+MBMK-6010+GHZG-4776+TUAY-6183+CGES-8643+FDLI-6515+HBLE-7879+LKKH-3523+EAWJ-8321+LRGR-3268+XDVB-9974+LKCI-2958+BSCW-0972+LJAT-4421+VIYM-0374+JKEK-4605+HEQE-7851+LIJC-7139+VYEP-4503+WAMO-1149+JWPL-2231+MZDY-0952+MGDZ-7574+LWAN-8590+UBFQ-8387+BMDX-6660+EHUG-0490+TVKW-8720+ESNR-6074+RWVJ-1984+XEWR-3113+LXZA-0682+XQQK-2279+GUIQ-9929+RYCG-6884+DXLD-0651+AVBF-2731+DLSC-4612+GSSL-5215+IDKL-1371+WLPB-7101+KTCK-1960+JYWH-2984+XEVL-4899+SEWB-7551+BBKP-5845+YVTR-6538+ISPZ-9118+YXTP-9948+FIZS-3247+SRDA-5672+FJNV-5818+QBCL-8384+QSKV-3118+DJEG-9214+WJVB-1762+VQZM-5861+JNHB-6035+UTRU-2751+XFNH-7754+WMLL-2660+FGBW-2693+VXJP-3345+FRZC-1577+AHGV-0990+VFAP-9905+DTHI-3839+BPXO-0867+KMIN-7987+ITXU-6124+LCTG-5352+XUWO-2688+YRZC-9371+KAWL-0863+SKWR-3224+PTPP-0052+JFLR-8519+MADC-9028+YGTU-2946+ZLIR-1662+ZEGR-1070+XIIZ-0195+OPLK-2991+HGHG-9037+RLBY-0544+STOX-6690+UHMM-1493+YUUR-9355+LUAF-1735+JOZM-6779+VVZQ-1708+EOHL-4207+HPHI-7374+QFPQ-7025+MEDW-7960+IXOV-7941+EYOY-0318+ATQE-6836+XRBD-5417+WNAF-7195+ZTBE-6709+MKMS-5195+JBCK-4186+ZOLN-4640+THYK-3992+KSTQ-4318+VRVD-9672+WDNG-5390+BJOI-5367+UCTK-9885+PAYX-0805+PROH-5653+NVME-9179+TEHS-3673+GVAV-5088+OUNK-5513+GORX-7925+KTFL-3494+OOZY-4834+ODQA-8857+USNC-6473+NMTN-7869+EIQQ-6802+SSIV-3169+LNGM-7264+NRUC-3523+CDQR-6170+FCDH-0331+OQQK-9798+WURM-9042+XZRB-8106+GEXR-7835+EXZI-8155+RYPW-4476+JMFE-0070+UGDY-8780+EROK-2379+SVSC-5482+GCNG-4831+DZCS-5616+PLGK-2548+UKCN-3221+CQGI-7245+TNWD-5953+LWXD-8520+IDGH-3607+QUFQ-8859+BAYF-0736+EENT-3978+XJIK-7341+CBOX-7089+YFAL-8674+RPOJ-9286+VOYL-2236+NCZO-4174+ARAI-5622+GGVO-3340+ENIV-0453+AVCA-1888+JCLS-3392+BRUU-9095
